age,dependents,work_experience,monthly_income,annual_income,existing_loans,existing_emi,savings,assets,cibil_score,loan_amount,interest_rate,loan_tenure,dti_ratio,loan_to_income_ratio,gender,marital_status,education,occupation,loan_type,default,gender_enc,marital_enc,education_enc,occupation_enc,loan_type_enc
35,4,27.840799938301792,31307.2,375686.39,0,807.92,193284.18,599154.29,744,197344.71,12.34,60,0.0258,0.5253,Male,Divorced,PhD,Salaried,Agricultural Loan,0,1,0,2,2,0
49,4,8.20649927880585,28553.25,342639.06,1,228.08,367367.8,831998.47,767,589770.13,7.43,60,0.008,1.7213,Male,Married,PhD,Salaried,Gold Loan,0,1,1,2,2,3
53,2,16.114730180889037,165154.71,1981856.47,3,51126.27,1994968.65,3840222.37,354,346848.39,13.98,12,0.3096,0.175,Female,Single,Graduate,Student,Personal Loan,1,0,2,0,4,5
50,0,6.448652136194691,34689.14,416269.73,2,9714.57,201216.06,260643.19,494,789641.74,10.66,24,0.28,1.8969,Female,Married,PhD,Student,Education Loan,0,0,1,2,4,2
59,4,29.856438417455472,30291.49,363497.9,4,3531.35,718768.8,2783575.89,819,151690.98,10.81,60,0.1166,0.4173,Male,Divorced,PhD,Self-employed,Education Loan,0,1,0,2,3,2
47,0,23.08525758815007,38032.88,456394.62,4,12296.85,795189.96,1715305.1,723,339850.73,9.5,120,0.3233,0.7446,Male,Divorced,Graduate,Student,Vehicle Loan,0,1,0,0,4,6
56,0,17.029048204611318,20324.84,243898.04,4,8985.68,435241.25,1112821.28,614,174972.32,11.83,36,0.4421,0.7174,Male,Married,Graduate,Self-employed,Agricultural Loan,1,1,1,0,3,0
49,1,22.374793475484335,94681.35,1136176.2,2,13128.62,1587629.58,7429650.22,427,183896.22,10.3,12,0.1387,0.1619,Male,Married,Post Graduate,Salaried,Vehicle Loan,0,1,1,3,2,6
58,4,27.49103899802464,15023.21,180278.5,0,6249.61,70273.04,229496.93,331,718441.91,9.3,24,0.416,3.9852,Female,Married,PhD,Student,Gold Loan,1,0,1,2,4,3
53,2,28.89372583261767,25124.4,301492.82,3,8322.57,353402.79,490633.42,392,1087731.69,8.86,36,0.3313,3.6078,Male,Divorced,Graduate,Government,Vehicle Loan,1,1,0,0,1,6
57,1,23.580566532763754,63703.59,764443.07,4,1077.24,1267262.61,5320535.71,818,68457.18,13.48,240,0.0169,0.0896,Male,Divorced,PhD,Business,Agricultural Loan,0,1,0,2,0,0
47,1,25.47197904999679,37250.15,447001.81,1,6987.2,70437.77,142602.85,557,1962048.47,9.04,180,0.1876,4.3894,Male,Single,PhD,Student,Personal Loan,0,1,2,2,4,5
53,0,11.933817737591912,50489.93,605879.11,1,12818.31,626296.8,2010928.41,519,1360373.31,10.05,48,0.2539,2.2453,Male,Married,PhD,Business,Vehicle Loan,0,1,1,2,0,6
24,3,11.75468985518899,91116.89,1093402.68,3,33335.08,921267.05,2800583.55,405,150641.7,9.45,180,0.3658,0.1378,Male,Divorced,Post Graduate,Student,Home Loan,1,1,0,3,4,4
42,2,24.248899582310766,66322.26,795867.17,4,9521.57,389899.89,761207.54,847,857241.39,7.6,240,0.1436,1.0771,Female,Divorced,Post Graduate,Student,Gold Loan,0,0,0,3,4,3
22,4,22.78875416589232,39438.03,473256.34,0,19378.47,382539.02,559686.77,715,306156.35,8.3,36,0.4914,0.6469,Female,Divorced,PhD,Government,Education Loan,0,0,0,2,1,2
30,4,27.029451108631932,127211.41,1526536.86,4,43540.63,3004789.72,5543976.52,856,409020.09,8.33,84,0.3423,0.2679,Male,Divorced,High School,Salaried,Business Loan,0,1,0,1,2,1
25,2,3.990290824899223,24909.34,298912.14,0,4643.27,439266.25,610295.09,608,716149.09,11.86,180,0.1864,2.3959,Female,Single,PhD,Self-employed,Education Loan,0,0,2,2,3,2
30,4,20.724393560765986,34194.3,410331.59,4,1658.85,269770.89,567196.56,665,649525.05,9.85,120,0.0485,1.5829,Male,Divorced,Post Graduate,Student,Home Loan,0,1,0,3,4,4
53,3,19.42944701424942,35658.25,427898.99,1,3233.63,532133.98,2654917.57,820,279736.41,12.47,240,0.0907,0.6537,Female,Divorced,Graduate,Student,Personal Loan,0,0,0,0,4,5
58,3,23.955595210606003,34150.99,409811.92,2,8326.14,227892.77,594428.45,758,278790.02,11.96,120,0.2438,0.6803,Female,Married,PhD,Business,Agricultural Loan,0,0,1,2,0,0
33,4,0.7365715471953638,19119.68,229436.2,3,4729.21,287739.95,1282040.74,898,292265.76,8.34,12,0.2473,1.2738,Female,Single,Post Graduate,Salaried,Agricultural Loan,0,0,2,3,2,0
51,1,24.787573369972574,14042.03,168504.33,0,5390.16,303473.97,970118.52,669,1103791.98,10.94,240,0.3839,6.5505,Female,Single,Graduate,Student,Education Loan,0,0,2,0,4,2
56,4,9.792799598356464,46645.0,559739.96,2,16936.25,644081.87,2361418.19,630,99762.44,12.2,60,0.3631,0.1782,Female,Single,Post Graduate,Student,Home Loan,0,0,2,3,4,4
44,4,20.613663930602158,24832.68,297992.14,0,2499.07,443680.98,721155.45,310,388663.32,11.43,84,0.1006,1.3043,Male,Married,High School,Self-employed,Vehicle Loan,1,1,1,1,3,6
35,2,18.496787147190105,114083.43,1369001.12,3,33937.35,1303608.16,2736564.83,806,1556635.82,11.2,24,0.2975,1.1371,Male,Single,Post Graduate,Salaried,Gold Loan,0,1,2,3,2,3
49,3,13.205949624885644,34768.76,417225.14,2,358.5,453900.97,1380664.03,718,776819.14,12.18,24,0.0103,1.8619,Female,Divorced,PhD,Salaried,Agricultural Loan,0,0,0,2,2,0
28,1,22.380826016755876,31229.13,374749.51,2,6223.14,530480.62,2400198.69,421,1025582.44,7.4,48,0.1993,2.7367,Female,Single,Graduate,Student,Home Loan,0,0,2,0,4,4
25,2,28.836567912465316,70024.74,840296.87,3,26753.13,1378459.05,1614936.66,534,392995.37,12.12,48,0.3821,0.4677,Female,Divorced,PhD,Salaried,Home Loan,1,0,0,2,2,4
49,2,9.704249397656483,46226.83,554721.93,3,9234.01,747366.77,2262787.29,630,174407.44,8.91,60,0.1998,0.3144,Male,Single,PhD,Salaried,Vehicle Loan,0,1,2,2,2,6
24,1,22.45307649507491,32685.59,392227.06,0,13655.98,767533.31,924147.61,842,462568.55,11.0,120,0.4178,1.1793,Female,Single,High School,Self-employed,Agricultural Loan,0,0,2,1,3,0
32,1,9.436111345305466,24724.77,296697.27,2,12067.61,490933.09,1388010.57,647,254957.35,8.7,12,0.4881,0.8593,Female,Divorced,Post Graduate,Government,Personal Loan,0,0,0,3,1,5
22,2,25.36959420948247,325989.71,3911876.47,3,98972.53,6152952.91,21630537.61,711,2635409.7,12.87,48,0.3036,0.6737,Male,Married,High School,Self-employed,Business Loan,0,1,1,1,3,1
47,4,13.118194976682807,45119.57,541434.89,0,3271.26,922123.92,3669032.19,523,389827.08,10.36,240,0.0725,0.72,Male,Married,Post Graduate,Government,Business Loan,0,1,1,3,1,1
51,1,13.477972021836129,69609.6,835315.18,4,13214.59,519834.15,807888.81,452,736722.96,11.5,180,0.1898,0.882,Male,Married,High School,Self-employed,Agricultural Loan,1,1,1,1,3,0
56,0,23.15641743409455,19657.86,235894.36,3,93.21,214999.71,358254.26,511,1727029.83,12.56,36,0.0047,7.3212,Male,Divorced,Post Graduate,Student,Vehicle Loan,1,1,0,3,4,6
56,1,14.885090984312384,25673.35,308080.2,2,7737.0,358981.39,1033959.64,391,183983.37,13.27,84,0.3014,0.5972,Male,Divorced,Graduate,Self-employed,Agricultural Loan,1,1,0,0,3,0
46,2,7.999338538226864,128979.34,1547752.11,4,52982.68,1500659.86,7491512.85,630,71411.64,12.12,240,0.4108,0.0461,Female,Single,PhD,Salaried,Agricultural Loan,0,0,2,2,2,0
63,0,29.866108010082748,83965.27,1007583.26,3,26446.55,1720576.87,4171000.68,766,654751.46,8.04,180,0.315,0.6498,Male,Single,Post Graduate,Salaried,Vehicle Loan,0,1,2,3,2,6
47,2,18.60676178745073,47790.08,573480.9,1,18783.56,77543.02,210150.1,853,761207.99,12.98,120,0.393,1.3273,Male,Divorced,Graduate,Business,Education Loan,0,1,0,0,0,2
25,3,19.35448670244686,28884.42,346612.98,2,11552.38,167848.34,458190.2,527,317655.44,11.33,120,0.4,0.9165,Male,Single,Post Graduate,Student,Business Loan,0,1,2,3,4,1
40,3,19.39745753513273,31557.88,378694.54,2,13428.08,671527.99,888299.43,493,175430.36,11.27,12,0.4255,0.4633,Male,Single,Post Graduate,Salaried,Home Loan,1,1,2,3,2,4
31,4,26.50077198261193,24205.46,290465.54,0,3227.36,57108.02,233953.78,829,566853.0,13.45,60,0.1333,1.9515,Female,Married,PhD,Student,Home Loan,0,0,1,2,4,4
30,1,5.516160169554102,18140.28,217683.41,1,7902.53,112845.83,227091.63,542,434088.05,8.74,120,0.4356,1.9941,Female,Divorced,PhD,Self-employed,Vehicle Loan,1,0,0,2,3,6
60,2,1.7745451552361013,63215.61,758587.3,3,20674.47,573919.18,2189311.26,688,572496.07,8.68,24,0.327,0.7547,Female,Married,Graduate,Salaried,Vehicle Loan,0,0,1,0,2,6
58,0,11.601015355348814,50176.33,602115.99,1,7268.68,916572.72,2658390.41,575,178730.67,10.59,84,0.1449,0.2968,Male,Single,PhD,Student,Home Loan,0,1,2,2,4,4
26,1,16.947155415254045,56480.31,677763.67,3,27881.35,784181.38,2703166.51,749,573685.42,12.26,24,0.4936,0.8464,Male,Single,PhD,Self-employed,Home Loan,0,1,2,2,3,4
28,4,8.571288635292296,29669.09,356029.14,0,14095.53,681081.02,828117.25,886,852244.12,10.13,36,0.4751,2.3937,Female,Married,Graduate,Government,Agricultural Loan,0,0,1,0,1,0
43,2,20.676210134736294,42335.59,508027.08,4,12159.65,264221.72,1204814.8,873,132626.15,11.44,12,0.2872,0.2611,Female,Divorced,PhD,Business,Home Loan,0,0,0,2,0,4
46,2,2.217479368118486,28022.8,336273.6,1,11814.53,590125.68,1165750.25,777,1423078.85,10.17,36,0.4216,4.2319,Female,Single,Graduate,Self-employed,Personal Loan,0,0,2,0,3,5
63,3,23.721284132504323,23473.21,281678.55,2,3069.06,176213.65,648533.46,779,542310.62,11.27,120,0.1307,1.9253,Male,Divorced,Graduate,Government,Vehicle Loan,0,1,0,0,1,6
32,4,21.542580590969916,98739.22,1184870.58,3,20539.58,656266.24,2751118.24,587,873930.03,12.76,60,0.208,0.7376,Female,Married,PhD,Student,Vehicle Loan,1,0,1,2,4,6
46,2,6.4183436152247335,39061.96,468743.52,1,3593.15,486814.74,1538409.96,839,159031.17,8.26,48,0.092,0.3393,Male,Single,Post Graduate,Government,Agricultural Loan,0,1,2,3,1,0
33,3,8.953627158184135,49240.54,590886.51,3,12805.07,129881.96,305136.37,629,763805.15,11.87,180,0.2601,1.2926,Male,Married,PhD,Salaried,Education Loan,0,1,1,2,2,2
60,3,24.210061345156216,59961.17,719534.0,1,14870.41,589961.59,2897663.33,769,118691.93,12.51,180,0.248,0.165,Male,Divorced,PhD,Student,Education Loan,0,1,0,2,4,2
38,0,23.200135290543233,39356.82,472281.83,2,4187.83,361317.14,763737.3,833,207192.31,10.13,12,0.1064,0.4387,Male,Single,Post Graduate,Business,Gold Loan,0,1,2,3,0,3
45,4,24.41298472001779,41956.12,503473.47,3,14114.08,196452.65,941921.59,766,546174.58,9.26,240,0.3364,1.0848,Female,Divorced,PhD,Business,Home Loan,0,0,0,2,0,4
53,4,9.667285346754383,18920.95,227051.36,3,1114.35,393523.18,639434.45,719,354775.28,7.09,240,0.0589,1.5625,Male,Divorced,PhD,Student,Home Loan,0,1,0,2,4,4
60,2,29.08713550419984,21212.18,254546.2,4,654.31,209480.11,535617.28,421,452253.32,12.58,24,0.0308,1.7767,Male,Single,Post Graduate,Salaried,Agricultural Loan,1,1,2,3,2,0
63,0,21.460146881219135,20564.29,246771.43,0,3957.65,484991.49,753668.21,607,2067621.51,9.3,24,0.1925,8.3787,Male,Married,Graduate,Student,Gold Loan,0,1,1,0,4,3
32,1,1.9560236219026417,52222.83,626673.97,1,10701.11,1132884.64,1143037.43,633,446614.66,9.5,180,0.2049,0.7127,Male,Single,Post Graduate,Student,Vehicle Loan,0,1,2,3,4,6
64,2,14.332045620328323,37893.48,454721.78,2,6058.04,207680.76,423883.53,719,780555.7,9.35,84,0.1599,1.7166,Female,Divorced,Post Graduate,Student,Agricultural Loan,0,0,0,3,4,0
56,3,19.936411364178074,21213.25,254558.95,4,2735.94,267664.7,361037.29,625,419402.88,10.49,36,0.129,1.6476,Female,Divorced,High School,Self-employed,Home Loan,0,0,0,1,3,4
24,1,5.0595057704107615,51434.24,617210.84,4,8712.35,763360.97,3775111.67,872,409581.93,11.92,24,0.1694,0.6636,Male,Divorced,High School,Business,Education Loan,0,1,0,1,0,2
25,1,27.05306779979523,50315.77,603789.27,0,4110.18,998068.27,4038796.31,549,202275.47,12.4,60,0.0817,0.335,Female,Single,Graduate,Business,Personal Loan,0,0,2,0,0,5
57,2,22.623261034513,23933.16,287197.97,2,4827.95,511446.53,519025.76,394,593918.74,9.75,180,0.2017,2.068,Female,Divorced,PhD,Salaried,Business Loan,1,0,0,2,2,1
28,0,2.442953031995069,35714.19,428570.33,1,16153.59,548299.11,1038800.0,595,3363132.99,11.64,84,0.4523,7.8473,Male,Single,Graduate,Business,Vehicle Loan,1,1,2,0,0,6
62,4,27.395943247376007,50427.15,605125.8,3,5658.6,91176.66,335575.41,483,474629.78,12.04,36,0.1122,0.7843,Female,Single,PhD,Salaried,Agricultural Loan,1,0,2,2,2,0
48,0,12.131090403283709,21698.25,260378.97,0,7425.69,261883.93,679381.5,559,357322.35,9.08,240,0.3422,1.3723,Male,Divorced,High School,Salaried,Personal Loan,1,1,0,1,2,5
51,2,13.574084327051493,51007.91,612094.96,3,3616.07,1089043.5,4712694.43,485,1101421.8,7.68,180,0.0709,1.7994,Male,Divorced,Post Graduate,Business,Personal Loan,1,1,0,3,0,5
29,4,23.493244812800686,43504.26,522051.13,4,7698.22,758020.89,2288800.95,708,1002735.38,13.26,84,0.177,1.9208,Female,Divorced,Post Graduate,Student,Gold Loan,0,0,0,3,4,3
49,1,19.31993050200565,19939.94,239279.31,3,3202.1,419003.3,1514531.69,368,628597.18,11.74,12,0.1606,2.627,Male,Married,Graduate,Student,Personal Loan,1,1,1,0,4,5
34,3,13.125860857366375,41434.87,497218.42,1,19412.84,683834.24,2316932.7,307,345692.51,11.54,24,0.4685,0.6953,Female,Married,Post Graduate,Self-employed,Home Loan,1,0,1,3,3,4
60,0,7.7887397296396745,45224.27,542691.23,1,9677.59,91027.65,323391.7,564,1105205.63,7.41,48,0.214,2.0365,Female,Married,Post Graduate,Salaried,Gold Loan,0,0,1,3,2,3
61,4,15.506871959094738,24944.27,299331.21,3,8611.58,580307.26,1114419.41,783,487353.01,12.73,24,0.3452,1.6281,Male,Divorced,High School,Government,Education Loan,0,1,0,1,1,2
42,0,17.375392421411764,26150.66,313807.95,3,7877.4,578306.91,1441810.35,670,918969.6,10.96,36,0.3012,2.9284,Female,Divorced,High School,Government,Personal Loan,0,0,0,1,1,5
31,4,18.927970430178075,19829.94,237959.24,0,1398.31,77561.42,93268.92,382,229707.5,12.94,180,0.0705,0.9653,Female,Married,Graduate,Business,Home Loan,1,0,1,0,0,4
43,3,18.151897487567375,27739.17,332869.99,1,13031.03,99636.22,333835.75,510,276684.2,13.82,240,0.4698,0.8312,Female,Single,PhD,Business,Home Loan,1,0,2,2,0,4
21,2,18.519104889089768,36053.2,432638.35,3,6234.85,483069.76,1370485.26,612,478065.97,13.7,84,0.1729,1.105,Male,Married,Graduate,Government,Agricultural Loan,0,1,1,0,1,0
57,2,14.272127848815895,26194.03,314328.33,2,586.2,482288.87,1949828.58,636,164692.3,12.99,48,0.0224,0.5239,Female,Married,High School,Self-employed,Agricultural Loan,0,0,1,1,3,0
41,4,16.856635169976457,14899.27,178791.2,0,2238.2,145863.58,266278.32,789,329087.57,7.08,24,0.1502,1.8406,Female,Single,Post Graduate,Salaried,Agricultural Loan,0,0,2,3,2,0
46,4,8.659145540870867,24024.93,288299.12,0,4031.79,99386.07,273038.23,702,158953.79,13.2,120,0.1678,0.5514,Male,Married,PhD,Salaried,Education Loan,0,1,1,2,2,2
56,2,4.751247458533178,28271.93,339263.17,0,1311.04,360263.28,620727.05,490,128566.02,7.53,120,0.0464,0.379,Female,Married,High School,Business,Gold Loan,0,0,1,1,0,3
43,1,18.208070575572798,59284.5,711414.04,0,18377.53,519570.64,1795592.96,634,3105838.05,12.96,240,0.31,4.3657,Female,Married,High School,Business,Gold Loan,0,0,1,1,0,3
21,1,1.4099607563090577,51888.84,622666.04,3,8996.6,471708.7,2071801.69,821,271799.57,8.96,60,0.1734,0.4365,Female,Single,PhD,Student,Gold Loan,0,0,2,2,4,3
60,1,1.9562089066148314,59977.97,719735.67,4,18867.11,949731.24,3857592.71,386,291610.32,11.27,48,0.3146,0.4052,Female,Single,PhD,Self-employed,Education Loan,1,0,2,2,3,2
35,3,7.419479885638992,23308.86,279706.27,2,78.56,498086.63,2379256.17,878,471736.23,7.27,84,0.0034,1.6865,Female,Married,Graduate,Salaried,Education Loan,0,0,1,0,2,2
41,4,5.8298103762940805,39534.56,474414.7,4,19412.42,547459.14,2675379.78,361,189209.47,12.4,24,0.491,0.3988,Male,Divorced,PhD,Student,Education Loan,1,1,0,2,4,2
29,0,11.223393943238726,10000.0,120000.0,4,852.58,168148.58,687414.16,686,296163.08,7.78,24,0.0853,2.468,Female,Married,PhD,Government,Gold Loan,0,0,1,2,1,3
29,0,11.138664383339163,46974.13,563689.52,3,15485.75,759984.1,1631856.37,445,1919407.95,9.87,240,0.3297,3.4051,Male,Single,Post Graduate,Student,Personal Loan,1,1,2,3,4,5
30,4,3.505663672478464,52393.54,628722.5,0,18751.24,716553.06,1345002.7,452,589175.67,12.72,120,0.3579,0.9371,Male,Single,Graduate,Government,Education Loan,1,1,2,0,1,2
46,2,7.395090285294192,29408.08,352897.01,0,2523.34,239600.53,668532.46,648,973706.69,11.87,120,0.0858,2.7592,Male,Single,PhD,Government,Education Loan,0,1,2,2,1,2
61,4,0.1370750885785299,43358.49,520301.92,3,2421.84,420111.99,2090281.8,477,1557939.12,7.04,60,0.0559,2.9943,Female,Divorced,Graduate,Salaried,Gold Loan,1,0,0,0,2,3
55,1,10.528914307365568,14633.16,175597.91,3,1116.34,120887.27,320432.52,786,523618.99,9.82,120,0.0763,2.9819,Female,Divorced,PhD,Student,Education Loan,0,0,0,2,4,2
45,1,23.893055326895567,22457.05,269484.58,1,2771.4,496355.93,891591.07,546,370646.33,7.29,240,0.1234,1.3754,Male,Divorced,High School,Salaried,Personal Loan,1,1,0,1,2,5
46,0,7.984799654843099,57484.44,689813.25,0,4835.36,1150391.76,5495848.81,553,140493.49,11.71,60,0.0841,0.2037,Female,Married,High School,Self-employed,Gold Loan,0,0,1,1,3,3
31,4,19.30044438136244,49352.91,592234.89,2,16631.92,706979.89,1798324.89,799,325684.77,13.78,240,0.337,0.5499,Female,Single,Graduate,Self-employed,Education Loan,0,0,2,0,3,2
58,0,2.947655363161268,28364.32,340371.84,1,5968.32,623493.13,2346575.97,840,388481.87,11.59,12,0.2104,1.1413,Male,Married,High School,Self-employed,Education Loan,0,1,1,1,3,2
22,2,0.3685401528286347,59090.02,709080.29,4,15889.06,1263781.98,5247996.09,651,231926.92,8.57,36,0.2689,0.3271,Male,Married,High School,Self-employed,Agricultural Loan,0,1,1,1,3,0
27,3,14.951895661391392,39457.48,473489.74,0,933.9,881360.55,3853857.97,811,1522981.26,9.49,120,0.0237,3.2165,Female,Divorced,PhD,Government,Vehicle Loan,0,0,0,2,1,6
38,3,13.844522284862412,26835.14,322021.65,3,11555.87,163715.77,701541.99,312,1068574.05,13.84,48,0.4306,3.3183,Male,Married,Post Graduate,Self-employed,Vehicle Loan,1,1,1,3,3,6
47,2,5.745575952405319,32542.55,390510.55,3,2775.42,569578.18,2474810.05,858,973286.47,8.57,24,0.0853,2.4923,Female,Divorced,PhD,Salaried,Home Loan,0,0,0,2,2,4
54,1,8.597548691040865,27632.54,331590.49,3,4975.96,414824.23,1522659.49,450,403139.48,10.93,36,0.1801,1.2158,Male,Divorced,Post Graduate,Student,Home Loan,1,1,0,3,4,4
47,1,0.9201422078797339,17849.57,214194.78,0,641.71,319116.4,834592.86,349,193604.85,9.8,120,0.036,0.9039,Female,Single,Graduate,Student,Education Loan,1,0,2,0,4,2
37,1,23.933996297843038,77188.94,926267.3,2,5279.46,544778.35,1998872.08,514,1280039.14,12.38,180,0.0684,1.3819,Female,Single,Post Graduate,Salaried,Vehicle Loan,0,0,2,3,2,6
63,0,9.038480890141502,25827.25,309926.98,3,8597.88,438562.39,1906403.23,671,578555.08,13.07,240,0.3329,1.8667,Female,Married,Graduate,Business,Home Loan,0,0,1,0,0,4
64,0,6.583692582816891,22039.32,264471.88,0,7632.07,229783.22,552070.23,412,821153.96,9.39,84,0.3463,3.1049,Male,Married,Post Graduate,Business,Gold Loan,1,1,1,3,0,3
44,3,24.13973103202772,14507.06,174084.77,4,4910.39,292812.2,640096.83,551,726067.21,11.62,240,0.3385,4.1708,Female,Single,High School,Business,Vehicle Loan,1,0,2,1,0,6
45,1,1.178210993237352,10000.0,120000.0,1,2760.68,192934.12,458185.51,640,567219.6,10.84,48,0.2761,4.7268,Female,Married,High School,Business,Personal Loan,0,0,1,1,0,5
27,1,8.535774512362957,55320.46,663845.53,0,26346.97,324245.67,1039250.69,352,2190614.49,8.95,60,0.4763,3.2999,Female,Single,Graduate,Government,Personal Loan,1,0,2,0,1,5
26,2,7.882573858167243,58463.93,701567.13,0,14825.78,305688.66,369814.65,429,261472.67,8.9,12,0.2536,0.3727,Male,Single,Post Graduate,Government,Personal Loan,1,1,2,3,1,5
44,3,7.889178434496042,74296.8,891561.59,3,16694.94,1300775.7,5353840.95,492,345537.47,10.77,240,0.2247,0.3876,Male,Divorced,High School,Student,Personal Loan,1,1,0,1,4,5
53,0,0.3448727745663871,33209.01,398508.08,1,4110.37,453665.67,705635.14,890,1644467.01,8.08,240,0.1238,4.1266,Male,Single,Graduate,Student,Vehicle Loan,0,1,2,0,4,6
49,3,28.0401515696254,29935.62,359227.49,1,1479.56,413582.67,633341.74,356,472432.77,12.68,240,0.0494,1.3151,Male,Single,Post Graduate,Government,Gold Loan,0,1,2,3,1,3
63,1,25.92435597022328,26778.81,321345.7,3,7339.47,490262.48,877881.91,396,400013.37,7.48,36,0.2741,1.2448,Male,Divorced,High School,Government,Personal Loan,1,1,0,1,1,5
42,1,12.434791706653751,28284.39,339412.71,2,4453.24,584477.97,1933283.46,497,361347.11,7.66,180,0.1574,1.0646,Female,Divorced,PhD,Student,Gold Loan,0,0,0,2,4,3
46,0,13.363048059282104,71102.25,853226.96,0,18629.69,461892.26,989499.55,446,761802.1,9.4,36,0.262,0.8928,Male,Divorced,Post Graduate,Salaried,Home Loan,0,1,0,3,2,4
48,0,15.724627354619237,35742.33,428907.9,3,3683.59,492436.66,1217481.34,874,368270.18,7.83,84,0.1031,0.8586,Male,Divorced,Graduate,Government,Home Loan,0,1,0,0,1,4
41,3,14.349476179997767,45562.6,546751.2,2,19094.66,914257.23,4321324.96,876,336635.94,10.33,60,0.4191,0.6157,Male,Single,PhD,Salaried,Education Loan,0,1,2,2,2,2
27,4,23.374010739976182,27855.78,334269.41,3,13923.67,587040.2,2576407.13,594,751820.21,9.8,180,0.4998,2.2491,Male,Single,PhD,Self-employed,Vehicle Loan,1,1,2,2,3,6
37,1,14.652597860093227,80218.44,962621.33,4,12931.35,610495.73,2691530.43,311,476682.41,12.05,36,0.1612,0.4952,Female,Single,Graduate,Salaried,Personal Loan,1,0,2,0,2,5
40,1,5.664740115607446,11581.41,138976.94,2,4877.67,39325.13,130188.5,632,197292.45,13.67,12,0.4212,1.4196,Female,Single,PhD,Salaried,Gold Loan,0,0,2,2,2,3
61,4,3.5091566037735458,17460.31,209523.7,2,7621.3,110959.12,495528.42,519,453891.35,12.27,240,0.4365,2.1663,Male,Single,Graduate,Government,Gold Loan,1,1,2,0,1,3
40,3,27.548143000348386,45607.45,547289.38,1,22714.19,1037409.31,4268175.03,697,1350013.57,8.26,240,0.498,2.4667,Female,Single,High School,Self-employed,Business Loan,0,0,2,1,3,1
42,2,1.4514797756689701,103815.07,1245780.88,0,17789.76,1208099.47,5814518.98,641,816061.43,13.55,36,0.1714,0.6551,Female,Divorced,Graduate,Business,Vehicle Loan,0,0,0,0,0,6
48,2,26.92681630335722,31727.53,380730.3,3,11993.66,337174.66,423988.25,811,1490144.63,9.74,24,0.378,3.9139,Female,Single,PhD,Salaried,Agricultural Loan,0,0,2,2,2,0
60,1,20.71437576502763,21907.35,262888.21,3,2506.3,28500.15,31775.06,471,246461.25,10.32,48,0.1144,0.9375,Female,Divorced,PhD,Self-employed,Home Loan,1,0,0,2,3,4
27,2,12.14114058356214,66197.48,794369.72,0,20679.96,143869.47,244595.33,767,1041511.75,9.95,180,0.3124,1.3111,Male,Divorced,Post Graduate,Self-employed,Vehicle Loan,0,1,0,3,3,6
21,3,5.615353460351309,44100.18,529202.12,0,15541.84,722361.17,3406900.38,465,263336.12,8.96,84,0.3524,0.4976,Female,Single,PhD,Government,Gold Loan,1,0,2,2,1,3
52,2,9.314466340410668,78757.46,945089.52,1,29184.39,1147182.95,3925958.8,469,165063.52,13.27,12,0.3706,0.1747,Female,Divorced,High School,Self-employed,Vehicle Loan,0,0,0,1,3,6
33,0,15.896210962543245,16743.9,200926.81,0,1734.44,238385.44,644701.53,863,232710.16,9.33,180,0.1036,1.1582,Female,Single,Graduate,Business,Business Loan,0,0,2,0,0,1
50,3,19.705528310657492,75131.94,901583.32,4,31883.2,265773.7,810834.17,811,491456.25,11.05,60,0.4244,0.5451,Male,Married,Graduate,Government,Home Loan,0,1,1,0,1,4
43,4,20.74417274873182,14341.68,172100.21,1,3018.72,130472.13,563433.25,488,1006874.2,8.68,84,0.2105,5.8505,Male,Divorced,PhD,Salaried,Home Loan,1,1,0,2,2,4
39,1,13.418811351895506,30549.29,366591.48,2,3304.97,601339.46,2836181.49,419,567123.58,12.58,60,0.1082,1.547,Male,Married,High School,Government,Business Loan,1,1,1,1,1,1
52,3,11.219222801906096,46521.49,558257.89,0,12619.68,233675.5,915726.46,404,391356.68,12.42,60,0.2713,0.701,Male,Divorced,Graduate,Salaried,Personal Loan,0,1,0,0,2,5
50,2,23.049524729823954,40603.44,487241.26,2,17527.63,864926.6,3493776.99,340,193731.97,9.07,36,0.4317,0.3976,Female,Single,Post Graduate,Government,Personal Loan,1,0,2,3,1,5
49,3,27.762403118775964,68621.1,823453.25,1,33181.32,260348.53,593988.34,620,777831.4,11.77,48,0.4835,0.9446,Male,Single,High School,Self-employed,Business Loan,0,1,2,1,3,1
49,4,27.433950319675063,12136.88,145642.55,4,4540.45,59354.62,170237.39,634,956368.05,11.93,60,0.3741,6.5665,Female,Single,Post Graduate,Business,Personal Loan,1,0,2,3,0,5
50,3,16.548623135848008,39521.67,474260.08,4,111.11,473795.66,2151430.66,459,561645.91,10.94,24,0.0028,1.1843,Male,Single,Post Graduate,Government,Home Loan,1,1,2,3,1,4
36,4,2.370609527566315,74591.75,895101.03,0,5023.78,1696358.01,7029260.48,563,190640.57,11.2,84,0.0674,0.213,Male,Divorced,Graduate,Student,Agricultural Loan,0,1,0,0,4,0
60,4,2.1986943476100764,37630.74,451568.87,4,1435.12,322856.56,1206542.0,829,844894.72,11.02,24,0.0381,1.871,Female,Single,High School,Self-employed,Agricultural Loan,0,0,2,1,3,0
39,3,12.082670842082265,18298.9,219586.79,3,926.05,295326.19,372402.59,776,1180909.89,7.57,48,0.0506,5.3779,Female,Married,PhD,Government,Gold Loan,0,0,1,2,1,3
